Name,Adress,Zip,Grade,Score,Latitude,Longitude,Coordinates
SAKOON,"3701 EL CAMINO REAL ,SANTA CLARA, CA 95051",95051,Pass,83,37.352515,-121.997679,"(37.352515,-121.997679)"
CHILI'S BAR & GRILL #69,"3591 EL CAMINO REAL,SANTA CLARA, CA 95051",95051,Pass,85,37.352532,-121.994732,"(37.352532,-121.994732)"
LEMONTREE,"3427 EL CAMINO REAL,SANTA CLARA, CA 95051",95051,Pass,100,37.352541,-121.990157,"(37.352541,-121.990157)"
THAIBODIA BISTRO,"2155 EL CAMINO REAL ,SANTA CLARA, CA 95050",95050,Pass,92,37.352554,-121.961439,"(37.352554,-121.961439)"
CARL'S JR #7031,"1051 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,97,37.35256,-122.00457,"(37.35256,-122.00457)"
TANTO JAPANESE RESTAURANT,"1063 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,78,37.35257,-122.00405,"(37.35257,-122.00405)"
STARBUCKS COFFEE #13603,"1003 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,91,37.35259,-122.00773,"(37.35259,-122.00773)"
KENTUCKY FRIED CHICKEN @ 1065,"1065 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,100,37.35264,-122.00362,"(37.35264,-122.00362)"
SANGEETHA VEGETARIAN RESTAURANT,"1103 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,78,37.352678,-122.000652,"(37.352678,-122.000652)"
STARBUCK'S COFFEE #5618,"1291 S MARY AV ,SUNNYVALE, CA 94087",94087,Pass,97,37.352718,-122.051317,"(37.352718,-122.051317)"
TRUYA SUSHI,"3431 EL CAMINO REAL ,SANTA CLARA, CA 95051",95051,Pass,86,37.352747,-121.990269,"(37.352747,-121.990269)"
MAPO BBQ,"3395 EL CAMINO REAL,SANTA CLARA, CA 95051",95051,Pass,95,37.352759,-121.989382,"(37.352759,-121.989382)"
M & S SANTA CLARA GAS STATION,"3725 EL CAMINO REAL ,SANTA CLARA, CA 95050",95050,Pass,98,37.352761,-121.998686,"(37.352761,-121.998686)"
FREMONT HIGH SCHOOL,"575 W FREMONT AV,SUNNYVALE, CA 94087",94087,Pass,100,37.352763,-122.035133,"(37.352763,-122.035133)"
PEPPER XPRESS KITCHEN,"153 E FREMONT AV,SUNNYVALE, CA 94087",94087,Pass,96,37.35278,-122.03139,"(37.35278,-122.03139)"
WINGSTOP,"2821 EL CAMINO REAL ,SANTA CLARA, CA 95051",95051,Pass,97,37.352783,-121.978419,"(37.352783,-121.978419)"
DENNY'S RESTAURANT,"3715 EL CAMINO REAL,SANTA CLARA, CA 95051",95051,Pass,100,37.352796,-121.998325,"(37.352796,-121.998325)"
THE DOMAIN HOTEL - KITCHEN,"1085 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,88,37.352802,-122.002096,"(37.352802,-122.002096)"
LAPTOP CAFE,"999 FREMONT AV,LOS ALTOS, CA 94024",94024,Pass,93,37.352877,-122.087115,"(37.352877,-122.087115)"
BEST WESTERN INN SANTA CLARA,"4341 EL CAMINO REAL,SANTA CLARA, CA 95051",95051,Pass,92,37.352898,-122.001469,"(37.352898,-122.001469)"
CHERRY ORCHARD INN,"1071 E EL CAMINO REAL ,SUNNYVALE, CA 94086",94086,Pass,95,37.35295,-122.00331,"(37.35295,-122.00331)"
LHCF - CEDAR CREST NURSING & REHABILILATION CENTER,"797 E FREMONT AV,SUNNYVALE, CA 94087",94087,Pass,77,37.35295,-122.01831,"(37.35295,-122.01831)"
ANGUS MEAT MARKET,"1053 E EL CAMINO REAL 9,SUNNYVALE, CA 94086",94086,Pass,83,37.35297,-122.00436,"(37.35297,-122.00436)"
SUNNYVALE POST ACUTE CENTER,"1291 S BERNARDO AV ,SUNNYVALE, CA 94087",94087,Pass,96,37.35297,-122.06001,"(37.35297,-122.06001)"
ORIENTAL SIDEDISH CATERING,"3443 EL CAMINO REAL,SANTA CLARA, CA 95051",95051,Pass,92,37.353016,-121.99097,"(37.353016,-121.99097)"
STARBUCKS COFFEE #5686,"3605 EL CAMINO REAL ,SANTA CLARA, CA 95050",95050,Pass,95,37.353026,-121.997311,"(37.353026,-121.997311)"
TOM'S DEPOT INC,"991 FREMONT AV ,LOS ALTOS, CA 94024",94024,Pass,88,37.353109,-122.087199,"(37.353109,-122.087199)"
SUNNYVALE CAR WASH & GAS,"905 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,95,37.35322,-122.01352,"(37.35322,-122.01352)"
CAFE VITALE,"987 FREMONT AV ,LOS ALTOS, CA 94024",94024,Pass,93,37.353222,-122.087394,"(37.353222,-122.087394)"
JS KOREA HOUSE,"3546 FLORA VISTA AV ,SANTA CLARA, CA 95051",95051,Pass,88,37.353227,-121.992717,"(37.353227,-121.992717)"
FISH MARKET THE,"3775 EL CAMINO REAL ,SANTA CLARA, CA 95051",95051,Pass,100,37.353331,-122.000056,"(37.353331,-122.000056)"
JANG SU JANG,"3561 EL CAMINO REAL 10,SANTA CLARA, CA 95051",95051,Pass,85,37.353336,-121.994286,"(37.353336,-121.994286)"
THAI CHILI CUISINE,"1550 HALFORD AV,SANTA CLARA, CA 95051",95051,Pass,88,37.35334,-121.999495,"(37.35334,-121.999495)"
SHAN II LLC,"3739 EL CAMINO REAL ,SANTA CLARA, CA 95051",95051,Pass,93,37.353386,-121.998998,"(37.353386,-121.998998)"
SMART & FINAL,"1265 S MARY AV ,SUNNYVALE, CA 94087",94087,Pass,94,37.353397,-122.051276,"(37.353397,-122.051276)"
CORAZON,"1255 S MARY AV,SUNNYVALE, CA 94087",94087,Pass,81,37.3534,-122.05122,"(37.3534,-122.05122)"
RANGOLI - 3,"1554 HALFORD AV ,SANTA CLARA, CA 95051",95051,Pass,100,37.353408,-121.999495,"(37.353408,-121.999495)"
NEARBY LIQUOR & FOOD,"1228 S WOLFE RD ,SUNNYVALE, CA 94086",94086,Pass,93,37.35361,-122.01359,"(37.35361,-122.01359)"
RAJJOT SWEET & SNACK,"1234 WOLFE RD,SUNNYVALE, CA 94086",94086,Pass,76,37.353616,-122.013598,"(37.353616,-122.013598)"
PIZZ'A CHICAGO,"1576 HALFORD AV,SANTA CLARA, CA 95051",95051,Pass,100,37.353639,-121.999496,"(37.353639,-121.999496)"
RANGOLI INDIAN RESTAURANT,"1584 HALFORD AV ,SANTA CLARA, CA 95051",95051,Pass,79,37.353785,-121.999484,"(37.353785,-121.999484)"
JENNY CRAIG WEIGHT LOSS CTR #3014,"1251 MARY AV ,SUNNYVALE, CA 94087",94087,Pass,98,37.353816,-122.051309,"(37.353816,-122.051309)"
ABHIRUCHI,"893 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,74,37.35387,-122.01467,"(37.35387,-122.01467)"
INDIAN MARKET,"899 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,86,37.353968,-122.014631,"(37.353968,-122.014631)"
LUCKY'S #773-BAKERY/DELI,"3705 EL CAMINO REAL ,SANTA CLARA, CA 95051",95051,Pass,95,37.354069,-121.997982,"(37.354069,-121.997982)"
NMSO INC,"929 FREMONT AV ,LOS ALTOS, CA 94024",94024,Pass,97,37.354078,-122.088716,"(37.354078,-122.088716)"
BADRY'S CAFE & CATERING,"982 DOLORES ST ,LOS ALTOS, CA 94022",94022,Pass,93,37.354117,-122.087147,"(37.354117,-122.087147)"
CHINA WOK,"1211 S MARY AV ,SUNNYVALE, CA 94087",94087,Pass,79,37.354282,-122.050984,"(37.354282,-122.050984)"
CHALLENGER SUNNYVALE,"1185 HOLLENBECK AV ,SUNNYVALE, CA 94087",94087,Pass,98,37.35448,-122.04266,"(37.35448,-122.04266)"
JP LIQUORS-DELI,"996 LORAINE AV ,LOS ALTOS, CA 94022",94022,Pass,92,37.354687,-122.087095,"(37.354687,-122.087095)"
GOLFLAND USA,"855 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,96,37.3548,-122.01528,"(37.3548,-122.01528)"
GOLD RUSH EATERY,"1010 S WOLFE RD,SUNNYVALE, CA 94086",94086,Pass,86,37.355133,-122.010205,"(37.355133,-122.010205)"
CORPORATE INN/SUNNYVALE-RESTAURANT,"805 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,100,37.3558,-122.01682,"(37.3558,-122.01682)"
WALGREENS #09782,"780 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,97,37.35613,-122.01919,"(37.35613,-122.01919)"
LHCF - LOS ALTOS SUB-ACUTE AND REHABILITAION CENTER,"809 FREMONT AV ,LOS ALTOS, CA 94024",94024,Pass,87,37.356455,-122.091224,"(37.356455,-122.091224)"
BEE AND TEA,"795 E EL CAMINO REAL ,SUNNYVALE, CA 94086",94086,Pass,93,37.35646,-122.01751,"(37.35646,-122.01751)"
JAMBA JUICE #130,"797 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,98,37.356466,-122.01751,"(37.356466,-122.01751)"
LHCF - MANOR CARE OF SUNNYVALE LLC,"1150 TILTON DR,SUNNYVALE, CA 94087",94087,Pass,95,37.35648,-122.03302,"(37.35648,-122.03302)"
STRATFORD SCHOOL,"1196 LIME DR,SUNNYVALE, CA 94087",94087,Pass,98,37.35654,-122.05385,"(37.35654,-122.05385)"
SUNNYVALE COMMUNITY CENTER,"550 E REMINGTON DR,SUNNYVALE, CA 94087",94087,Pass,98,37.35666,-122.02425,"(37.35666,-122.02425)"
SAFEWAY STORE #1439,"785 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,96,37.357162,-122.017837,"(37.357162,-122.017837)"
SANTA CLARA UNIFIED SCHOOL DIST,"1889 LAWRENCE RD,SANTA CLARA, CA 95051",95051,Pass,100,37.357383,-121.995712,"(37.357383,-121.995712)"
C J OLSON,"560 REMINGTON AV,SUNNYVALE, CA 94087",94087,Pass,98,37.35747,-122.02576,"(37.35747,-122.02576)"
OAK ELEMENTARY SCHOOL,"1501 OAK AV,LOS ALTOS, CA 94024",94024,Pass,100,37.35753,-122.070996,"(37.35753,-122.070996)"
MICHAELS STORES,"777 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,98,37.35767,-122.01873,"(37.35767,-122.01873)"
BRIARWOOD SCHOOL,"1930 TOWNSEND AV ,SANTA CLARA, CA 95051",95051,Pass,100,37.358092,-121.986922,"(37.358092,-121.986922)"
PACIFIC DINING @ FOOTHILL COLLEGE,"12345 EL MONTE RD,LOS ALTOS HILLS, CA 94022",94022,Pass,100,37.35812,-122.127731,"(37.35812,-122.127731)"
MARIE CALLENDER'S RESTAURANT AND BAKERY,"751 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,80,37.35814,-122.01986,"(37.35814,-122.01986)"
CABRILLO MARKET & LIQUORS,"3203 CABRILLO AV,SANTA CLARA, CA 95051",95051,Pass,92,37.358203,-121.985015,"(37.358203,-121.985015)"
7-ELEVEN STORE,"1039 SUNNYVALE-SARATOGA RD,SUNNYVALE, CA 94087",94087,Pass,87,37.358546,-122.0329,"(37.358546,-122.0329)"
SUNNYVALE ARCO,"1040 SUNNYVALE-SARATOGA RD ,SUNNYVALE, CA 94087",94087,Pass,96,37.35864,-122.0318,"(37.35864,-122.0318)"
ST LAWRENCE CATHOLIC CHURCH,"1971 ST LAWRENCE DR ,SANTA CLARA, CA 95051",95051,Pass,100,37.35883,-121.994685,"(37.35883,-121.994685)"
LOS ALTOS CHRISTIAN SCHOOL,"625 MAGDALENA AV ,LOS ALTOS, CA 94024",94024,Pass,100,37.359725,-122.100426,"(37.359725,-122.100426)"
MAPLE TREE INN FOODS,"711 E EL CAMINO REAL ,SUNNYVALE, CA 94086",94086,Pass,95,37.35984,-122.02151,"(37.35984,-122.02151)"
MOUNTAIN VIEW HIGH SCHOOL,"3535 Truman Ave,Mountain View, CA 94040",94040,Pass,98,37.359887,-122.06836,"(37.359887,-122.06836)"
ULAVACHARU TRADITIONAL INDIAN CUISINE,"685 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,70,37.36032,-122.0224,"(37.36032,-122.0224)"
"7-ELEVEN, STORE 2367-16136G","2065 WHITE OAK DR ,SANTA CLARA, CA 95051",95051,Pass,89,37.360457,-121.9964,"(37.360457,-121.9964)"
LOS ALTOS UNITED METHODIST CHURCH,"655 MAGDALENA AV,LOS ALTOS, CA 94024",94024,Pass,95,37.360466,-122.098464,"(37.360466,-122.098464)"
IN-N-OUT BURGER,"604 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,100,37.361,-122.02484,"(37.361,-122.02484)"
LOYOLA ELEMENTARY SCHOOL,"770 BERRY AV,LOS ALTOS, CA 94024",94024,Pass,98,37.361028,-122.093207,"(37.361028,-122.093207)"
ALTA VISTA HIGH SCHOOL,"1325 BRYANT AV ,MOUNTAIN VIEW, CA 94040",94040,Pass,100,37.361122,-122.063628,"(37.361122,-122.063628)"
GREEN BAKERY & CAFE,"692 FREMONT AV ,LOS ALTOS, CA 94024",94024,Pass,74,37.361127,-122.097396,"(37.361127,-122.097396)"
SAFEWAY COMMUNITY MARKET #2454 - GROCERY,"690 FREMONT AV ,LOS ALTOS, CA 94022",94022,Pass,92,37.361168,-122.097451,"(37.361168,-122.097451)"
BELL TOWER CAFE,"680 FREMONT AV,LOS ALTOS, CA 94024",94024,Pass,84,37.361328,-122.097654,"(37.361328,-122.097654)"
PARIS BAGUETTE,"598 E EL CAMINO REAL UNIT 1,SUNNYVALE, CA 94087",94087,Pass,88,37.36143,-122.02554,"(37.36143,-122.02554)"
WILDBERRY YOGURT,"656 FREMONT AV A,LOS ALTOS, CA 94024",94024,Pass,97,37.361506,-122.097904,"(37.361506,-122.097904)"
STARBUCK'S COFFEE #5280,"654 FREMONT AV,LOS ALTOS, CA 94022",94022,Pass,95,37.361547,-122.097952,"(37.361547,-122.097952)"
MIRAMONTE CHRISTIAN SCHOOL,"1175 ALTAMEAD DR,LOS ALTOS, CA 94024",94024,Pass,95,37.361635,-122.081267,"(37.361635,-122.081267)"
DD'S DISCOUNTS #5054,"580 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,95,37.36165,-122.02621,"(37.36165,-122.02621)"
MAIN STREET BAGELS,"666 FREMONT AV,LOS ALTOS, CA 94024",94024,Pass,98,37.361721,-122.097812,"(37.361721,-122.097812)"
AC HOTEL BY MARRIOTT SUNNYVALE CUPERTINO,"597 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,92,37.361792,-122.024881,"(37.361792,-122.024881)"
SUBWAY SANDWICHES #6741,"605 E EL CAMINO REAL # 4,SUNNYVALE, CA 94087",94087,Pass,85,37.36188,-122.02452,"(37.36188,-122.02452)"
RANCHO PIZZA,"630 FREMONT AV A,LOS ALTOS, CA 94024",94024,Pass,95,37.361905,-122.099412,"(37.361905,-122.099412)"
BAWAYCHI INDIAN CUISINE,"594 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,72,37.362,-122.02702,"(37.362,-122.02702)"
SHARE TEA,"568-A E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,87,37.362075,-122.026005,"(37.362075,-122.026005)"
PONDEROSA ELEMENTARY SCHOOL,"804 PONDEROSA AV ,SUNNYVALE, CA 94086",94086,Pass,98,37.36215,-122.00831,"(37.36215,-122.00831)"
SUNNYVALE JR HIGH SCHOOL,"1080 MANGO AV ,SUNNYVALE, CA 94086",94086,Pass,98,37.362225,-122.052954,"(37.362225,-122.052954)"
GARCIA'S TAQUERIA,"738 S FAIR OAKS AV ,SUNNYVALE, CA 94086",94086,Pass,50,37.36223,-122.02443,"(37.36223,-122.02443)"
SUMIKA,"236 CENTRAL PLZ,LOS ALTOS, CA 94022",94022,Pass,85,37.362232,-122.161654,"(37.362232,-122.161654)"
RANCHO 76-FOOD,"601 FREMONT AV,LOS ALTOS, CA 94024",94024,Pass,100,37.36229,-122.099439,"(37.36229,-122.099439)"
PHO #1,"568 E EL CAMINO REAL # B,SUNNYVALE, CA 94087",94087,Pass,80,37.36271,-122.02711,"(37.36271,-122.02711)"
EL CAMINITO RESTAURANT,"510 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,82,37.363166,-122.02764,"(37.363166,-122.02764)"
CHICK & TEA,"587 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,78,37.36338,-122.02618,"(37.36338,-122.02618)"
BRALY ELEMENTARY SCHOOL,"675 GAIL AV,SUNNYVALE, CA 94",CA 94,Pass,100,37.36344,-122.02028,"(37.36344,-122.02028)"
BAY AREA HOT BREADS,"464 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,54,37.36361,-122.02848,"(37.36361,-122.02848)"
BLACH INTERMEDIATE SCHOOL,"1120 COVINGTON RD ,LOS ALTOS, CA 94024",94024,Pass,98,37.364104,-122.082674,"(37.364104,-122.082674)"
SAFEWAY #2887 STARBUCKS,"150 E EL CAMINO REAL,SUNNYVALE, CA 94086",94086,Pass,95,37.36428,-122.02952,"(37.36428,-122.02952)"
24 HOUR FITNESS #887,"762 SUNNYVALE-SARATOGA RD ,SUNNYVALE, CA 94087",94087,Pass,96,37.364419,-122.031491,"(37.364419,-122.031491)"
LAS PALMAS CAFÉ AND LOUNGE,"755 S MATHILDA AV,SUNNYVALE, CA 94087",94087,Pass,93,37.36444,-122.03807,"(37.36444,-122.03807)"
EPICUREAN@PINEWOOD SCHOOL,"477 FREMONT AV ,LOS ALTOS, CA 94024",94024,Pass,100,37.364892,-122.102716,"(37.364892,-122.102716)"
BULLIS CHARTER SCHOOL,"1124 COVINGTON RD,LOS ALTOS, CA 94024",94024,Pass,97,37.364962,-122.080139,"(37.364962,-122.080139)"
KING'S SEAFOOD CENTER III,"425 E EL CAMINO REAL ,SUNNYVALE, CA 94086",94086,Pass,80,37.36512,-122.02775,"(37.36512,-122.02775)"
ASIA VILLAGE RESTAURANT,"747 S WOLFE RD,SUNNYVALE, CA 94086",94086,Pass,32,37.36539,-122.01486,"(37.36539,-122.01486)"
VISHNUJI KI RASOI,"151 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,42,37.36562,-122.02876,"(37.36562,-122.02876)"
UFC GYM - SUNNYVALE,"733 S WOLFE RD,SUNNYVALE, CA 94086",94086,Pass,85,37.36579,-122.01543,"(37.36579,-122.01543)"
SANKRANTI,"727 S WOLFE RD,SUNNYVALE, CA 94086",94086,Pass,75,37.365905,-122.015351,"(37.365905,-122.015351)"
WOLFE ROAD SHELL,"703 S WOLFE RD ,SUNNYVALE, CA 94086",94086,Pass,98,37.366166,-122.014452,"(37.366166,-122.014452)"
FAMOUS FOOD RESTAURANT,"872 OLD SAN FRANCISCO RD ,SUNNYVALE, CA 94086",94086,Pass,60,37.36617,-122.01636,"(37.36617,-122.01636)"
SHANG HAI FLAVOR SHOP,"888 OLD SAN FRANCISCO RD ,SUNNYVALE, CA 94086",94086,Pass,68,37.366172,-122.016369,"(37.366172,-122.016369)"
DESI KITCHEN,"712 S WOLFE RD ,SUNNYVALE, CA 94086",94086,Pass,77,37.36626,-122.01334,"(37.36626,-122.01334)"
MAGIC WOK,"734 S WOLFE RD ,SUNNYVALE, CA 94086",94086,Pass,83,37.366268,-122.013349,"(37.366268,-122.013349)"
7-ELEVEN FOOD STORE #14212B,"3580 MONROE ST ,SANTA CLARA, CA 95051",95051,Pass,100,37.366378,-121.995177,"(37.366378,-121.995177)"
LHCF - MOUNTAIN VIEW HEALTHCARE CENTER,"2530 SOLACE PL ,MOUNTAIN VIEW, CA 94040",94040,Pass,98,37.366412,-122.080113,"(37.366412,-122.080113)"
MONROE SHELL,"2455 LAWRENCE EX ,SANTA CLARA, CA 95051",95051,Pass,100,37.366499,-121.995745,"(37.366499,-121.995745)"
ADRIAN C WILCOX HIGH SCHOOL,"3250 MONROE ST ,SANTA CLARA, CA 95051",95051,Pass,100,37.366609,-121.984327,"(37.366609,-121.984327)"
LIFE'S GARDEN,"450 OLD SAN FRANCISCO RD ,SUNNYVALE, CA 94086",94086,Pass,78,37.366629,-122.027229,"(37.366629,-122.027229)"
FIVE GUYS BURGERS AND FRIES SUNNYVALE,"116 E EL CAMINO REAL,SUNNYVALE, CA 94085",94085,Pass,100,37.366647,-122.032024,"(37.366647,-122.032024)"
CUMBERLAND ELEMENTARY SCHOOL,"824 CUMBERLAND DR ,SUNNYVALE, CA 94087",94087,Pass,100,37.366713,-122.04444,"(37.366713,-122.04444)"
TASTEA,"114 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,93,37.366723,-122.032014,"(37.366723,-122.032014)"
"VITAMIN SHOPPE, THE","126 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,98,37.366733,-122.03162,"(37.366733,-122.03162)"
PINKBERRY,"122 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,91,37.366813,-122.031717,"(37.366813,-122.031717)"
RUBIO'S FRESH MEXICAN GRILL,"108 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,87,37.366914,-122.032,"(37.366914,-122.032)"
CHERRY CHASE SCHOOL,"1138 HEATHERSTONE AV ,SUNNYVALE, CA 94086",94086,Pass,92,37.366944,-122.057211,"(37.366944,-122.057211)"
PANERA BREAD #4479,"118 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,97,37.366945,-122.031798,"(37.366945,-122.031798)"
CAM HUONG,"903 REED AV ,SUNNYVALE, CA 94086",94086,Pass,91,37.36695,-122.01331,"(37.36695,-122.01331)"
SANTA CLARA CHRISTIAN,"3421 MONROE ST,SANTA CLARA, CA 95051",95051,Pass,97,37.367006,-121.992257,"(37.367006,-121.992257)"
TU MERO MOLE,"590 OLD SAN FRANCISCO RD ,SUNNYVALE, CA 94086",94086,Pass,85,37.367059,-122.023586,"(37.367059,-122.023586)"
NOODLE TALK RESTAURANT,"150 W EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,61,37.36707,-122.03317,"(37.36707,-122.03317)"
CALIFORNIA PIZZA KITCHEN,"3535 MONROE ST,SANTA CLARA, CA 95051",95051,Pass,98,37.367191,-121.993159,"(37.367191,-121.993159)"
ROSS DRESS FOR LESS #11,"119 EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,100,37.367202,-122.031485,"(37.367202,-122.031485)"
THE YELLOW CHILLI,"3555 MONROE ST UNIT 80,SANTA CLARA, CA 95051",95051,Pass,86,37.367212,-121.99378,"(37.367212,-121.99378)"
OFFICE DEPOT #909,"121 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,98,37.367263,-122.028553,"(37.367263,-122.028553)"
"BHARAT BAZAR, INC.","1165 REED AV ,SUNNYVALE, CA 94086",94086,Pass,92,37.36737,-121.99715,"(37.36737,-121.99715)"
BOUDIN  I  SF BAKERY,"701 SUNNYVALE-SARATOGA RD ,SUNNYVALE, CA 94087",94087,Pass,98,37.367387,-122.032617,"(37.367387,-122.032617)"
VITO'S FAMOUS PIZZA,"1155 REED AV ,SUNNYVALE, CA 94086",94086,Pass,92,37.3675,-121.99773,"(37.3675,-121.99773)"
SPROUTS FARMERS MARKET #216-DELI/BAKERY,"111 E EL CAMINO REAL ,SUNNYVALE, CA 90487",90487,Pass,93,37.367535,-122.030214,"(37.367535,-122.030214)"
7-ELEVEN STORE 2367-14219,"615 OLD SAN FRANCISCO RD ,SUNNYVALE, CA 94086",94086,Pass,98,37.3676,-122.02209,"(37.3676,-122.02209)"
PIZZA MY HEART,"110 EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,89,37.367604,-122.032506,"(37.367604,-122.032506)"
GORUBA FAIROAKS 76,"603 OLD SAN FRANCISCO RD,SUNNYVALE, CA 94086",94086,Pass,100,37.36763,-122.022497,"(37.36763,-122.022497)"
PINEWOOD SCHOOL - MIDDLE CAMPUS KITCHEN,"327 FREMONT AV ,LOS ALTOS, CA 94022",94022,Pass,92,37.367736,-122.106191,"(37.367736,-122.106191)"
THE HABIT BURGER GRILL,"146 W EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,95,37.367825,-122.033092,"(37.367825,-122.033092)"
PEET'S COFFEE & TEA,"144 W EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,98,37.367875,-122.033231,"(37.367875,-122.033231)"
TACO'S JALAPA,"154 W EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,79,37.36804,-122.03364,"(37.36804,-122.03364)"
FIRST UNITED METHODIST CHURCH,"535 OLD SAN FRANCISCO RD ,SUNNYVALE, CA 94086",94086,Pass,100,37.368124,-122.024637,"(37.368124,-122.024637)"
NEKTER JUICE BAR,"304 W EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,86,37.368167,-122.036102,"(37.368167,-122.036102)"
SUTTER BAY MEDICAL FOUNDATION,"301 OLD SAN FRANCISCO RD,SUNNYVALE, CA 94087",94087,Pass,95,37.36844,-122.02969,"(37.36844,-122.02969)"
WALGREEN #07080,"105 E EL CAMINO REAL,SUNNYVALE, CA 940871937",71937,Pass,100,37.368505,-122.032075,"(37.368505,-122.032075)"
GINGER CAFE,"398 W EL CAMINO REAL 114,SUNNYVALE, CA 94087",94087,Pass,90,37.368658,-122.037444,"(37.368658,-122.037444)"
ROOSTER T FEATHERS COMEDY CLUB,"157 W EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,89,37.368697,-122.03359,"(37.368697,-122.03359)"
THE PASTA MARKET,"460 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,94,37.36874,-122.036468,"(37.36874,-122.036468)"
TINAS KUSINA,"582 S MURPHY AV ,SUNNYVALE, CA 94086",94086,Pass,98,37.36875,-122.03241,"(37.36875,-122.03241)"
SWEETGREEN SUNNYVALE,"300 W EL CAMINO REAL UNIT G,SUNNYVALE, CA 94087",94087,Pass,98,37.368841,-122.035441,"(37.368841,-122.035441)"
CHICK-FIL-A AT SUNNYVALE FSU,"550 W EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,93,37.36893,-122.03841,"(37.36893,-122.03841)"
QUIK MART LIQUOR,"622 HOLLENBECK AV ,SUNNYVALE, CA 94087",94087,Pass,92,37.36913,-122.04059,"(37.36913,-122.04059)"
COURTYARD SUNNYVALE MOUNTAIN VIEW - RESTAURANT,"660 W EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,98,37.369344,-122.039498,"(37.369344,-122.039498)"
TRINETHRA SUPER MARKET,"812 W EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,67,37.36949,-122.04212,"(37.36949,-122.04212)"
DUMPLING DEPOT,"562 S MURPHY AV ,SUNNYVALE, CA 94086",94086,Pass,87,37.36957,-122.0322,"(37.36957,-122.0322)"
ST FRANCIS HIGH SCHOOL LANCER CAFE,"1885 MIRAMONTE AV ,MOUNTAIN VIEW, CA 94040",94040,Pass,91,37.369597,-122.086317,"(37.369597,-122.086317)"
ELLIS SCHOOL,"550 E OLIVE AV ,SUNNYVALE, CA 94086",94086,Pass,100,37.369614,-122.024351,"(37.369614,-122.024351)"
COCONUT HILL,"554 S MURPHY AV ,SUNNYVALE, CA 94086",94086,Pass,92,37.36981,-122.03212,"(37.36981,-122.03212)"
SAINT MARTIN CHURCH,"597 CENTRAL AV ,SUNNYVALE, CA 94086",94086,Pass,100,37.370157,-122.025303,"(37.370157,-122.025303)"
MADURAI THE MODERN CAFE,"848 E EVELYN AV,SUNNYVALE, CA 94086",94086,Pass,93,37.37026,-122.0142,"(37.37026,-122.0142)"
